id,date,price,bedrooms,sqft_lot,level
2525049263,2014-07-09,2680000.0,5,20445,high_standard
3126059027,2015-03-18,2650000.0,4,13730,high_standard
8084900160,2015-02-12,2641100.0,5,16200,high_standard
2397101606,2014-12-08,2630000.0,6,7200,high_standard
2923500230,2014-12-16,2600000.0,4,12195,high_standard
3623500408,2015-03-30,2600000.0,3,16015,high_standard
7768700300,2014-12-05,2575000.0,4,15408,high_standard
2260300060,2015-04-10,2575000.0,5,20440,high_standard
5316100780,2014-09-22,2575000.0,4,3800,high_standard
825059178,2014-09-23,2574000.0,4,20424,high_standard
6613000935,2014-05-13,2555000.0,4,26211,high_standard
1954700410,2014-08-01,2546000.0,4,8805,high_standard
1118001408,2014-11-24,2544750.0,5,13431,high_standard
9185700485,2015-04-01,2538000.0,4,6000,high_standard
9471200370,2015-03-30,2537000.0,4,20000,high_standard
7490000040,2014-07-18,2535000.0,5,10626,high_standard
9471200200,2015-03-25,2532000.0,4,16048,high_standard
3377900195,2014-09-29,2525000.0,4,45100,high_standard
7631800015,2015-04-07,2510000.0,3,57990,high_standard
5700003585,2014-12-29,2500000.0,5,12672,high_standard
3025300095,2014-10-09,2500000.0,4,19844,high_standard
9471200265,2015-05-05,2500000.0,4,16224,high_standard
6072800170,2015-04-28,2500000.0,4,24354,high_standard
4107100190,2015-03-24,2500000.0,4,14850,high_standard
1324049015,2014-11-11,2485000.0,4,23954,high_standard
4139420190,2015-05-12,2480000.0,4,16909,high_standard
9831200500,2015-03-04,2479000.0,5,7500,high_standard
1176001293,2014-06-17,2475000.0,3,4947,high_standard
1118002000,2014-06-24,2466350.0,5,13180,high_standard
3262300555,2014-07-08,2458000.0,4,14986,high_standard
1118000110,2014-05-29,2453500.0,4,13586,high_standard
2210500010,2014-09-30,2450000.0,7,23115,high_standard
3623500205,2014-05-13,2450000.0,4,11023,high_standard
5700004028,2015-04-17,2450000.0,4,6552,high_standard
4389201250,2014-05-13,2450000.0,5,9000,high_standard
2426039123,2015-01-30,2415000.0,5,24250,high_standard
853200040,2015-04-28,2408000.0,5,23250,high_standard
251620090,2014-05-30,2400000.0,4,20734,high_standard
6169900790,2014-06-20,2400000.0,6,10800,high_standard
9185700440,2014-07-28,2400000.0,4,7200,high_standard
4045100075,2015-03-25,2400000.0,4,15188,high_standard
2025069065,2014-09-29,2400000.0,4,8354,high_standard
724069059,2014-05-09,2400000.0,3,11665,high_standard
3880900010,2014-06-04,2400000.0,5,9088,high_standard
3398800055,2014-11-19,2400000.0,4,24825,high_standard
6072800265,2014-08-13,2395000.0,4,19798,high_standard
1725059316,2014-11-20,2385000.0,4,13296,high_standard
1860600135,2014-05-02,2384000.0,5,9050,high_standard
6072800205,2014-11-19,2375000.0,4,20251,high_standard
2579500110,2014-07-01,2367000.0,3,17450,high_standard
2154970020,2014-07-03,2351960.0,4,19412,high_standard
1725059127,2015-02-25,2350000.0,6,11547,high_standard
625059051,2014-09-03,2350000.0,4,22863,high_standard
4139900180,2015-04-20,2340000.0,4,35200,high_standard
1652500010,2015-03-26,2328000.0,4,20759,high_standard
4139300135,2014-07-09,2321000.0,5,17004,high_standard
8085400376,2015-04-21,2320000.0,4,9520,high_standard
1118001201,2015-01-30,2300000.0,4,8402,high_standard
3426049284,2014-08-19,2300000.0,4,15929,high_standard
5536100005,2014-08-08,2300000.0,7,8816,high_standard
3880900170,2014-08-05,2300000.0,4,7100,high_standard
1732801150,2014-07-01,2300000.0,4,9778,high_standard
4389200765,2014-06-25,2300000.0,4,8570,high_standard
8043700105,2015-04-17,2300000.0,4,8175,high_standard
5452301785,2015-02-18,2298000.0,4,13860,high_standard
251620110,2014-07-02,2288000.0,4,18362,high_standard
1225069038,2014-05-05,2280000.0,7,307752,high_standard
3625049088,2014-07-02,2271150.0,4,18916,high_standard
8964800445,2015-02-09,2260000.0,3,14872,high_standard
3262300485,2015-04-21,2250000.0,5,8118,high_standard
5700003985,2014-10-29,2250000.0,4,8125,high_standard
5316100980,2015-03-26,2250000.0,3,7200,high_standard
9831200159,2014-08-06,2250000.0,3,3452,high_standard
1954700695,2014-06-12,2250000.0,5,9453,high_standard
4386700135,2014-11-14,2250000.0,4,8036,high_standard
7855801670,2015-04-01,2250000.0,4,19850,high_standard
1118001215,2015-02-04,2250000.0,3,8700,high_standard
5316100920,2014-07-25,2250000.0,3,7800,high_standard
2524069097,2014-05-09,2238890.0,5,130017,high_standard
518500460,2014-10-08,2230000.0,3,5634,high_standard
7936500109,2014-07-25,2230000.0,3,28064,high_standard
856000635,2015-03-23,2225000.0,4,10800,high_standard
1333300145,2015-03-04,2225000.0,3,30120,high_standard
868001435,2015-01-27,2225000.0,3,16740,high_standard
1973700030,2015-04-29,2205000.0,3,10177,high_standard
1925069082,2015-05-11,2200000.0,5,22703,high_standard
2024069008,2014-06-19,2200000.0,5,10450,high_standard
3629940160,2015-03-11,2200000.0,5,17168,high_standard
1118001295,2014-12-03,2200000.0,4,11098,high_standard
824059305,2015-01-08,2200000.0,5,11652,high_standard
9185700285,2014-12-23,2200000.0,4,7200,high_standard
2425049061,2014-08-25,2200000.0,3,30456,high_standard
4045100190,2014-10-27,2196000.0,4,18000,high_standard
7935000280,2014-08-12,2195000.0,5,35765,high_standard
1954700610,2014-12-09,2193000.0,3,7108,high_standard
2525049259,2014-08-12,2187730.0,4,13162,high_standard
4218400455,2014-07-08,2180000.0,6,11000,high_standard
6377200010,2014-12-08,2175000.0,4,21701,high_standard
5553300375,2014-08-20,2160000.0,3,6495,high_standard
1370800225,2015-03-18,2152500.0,4,6214,high_standard
685000115,2014-10-07,2150000.0,8,9415,high_standard
3761700053,2015-01-05,2150000.0,3,9610,high_standard
5710000005,2014-05-22,2150000.0,4,10320,high_standard
1959701800,2014-07-02,2147500.0,3,5500,high_standard
125069038,2014-11-25,2140000.0,4,453895,high_standard
1338800425,2015-03-04,2140000.0,6,7128,high_standard
4107100204,2014-08-21,2135000.0,4,17820,high_standard
3760500336,2014-11-26,2125000.0,4,19513,high_standard
622049114,2015-02-18,2125000.0,3,24069,high_standard
6065300330,2014-06-20,2110000.0,3,17833,high_standard
3025300226,2014-05-15,2100000.0,4,19865,high_standard
5700003640,2014-05-19,2095000.0,5,10655,high_standard
3861470110,2014-06-23,2075000.0,4,20377,high_standard
9533100285,2014-06-30,2065000.0,4,7965,high_standard
7352200450,2015-01-15,2050000.0,4,19989,high_standard
7424700045,2015-05-13,2050000.0,5,8480,high_standard
3505100756,2014-11-06,2050000.0,4,18834,high_standard
1338300170,2015-03-24,2048000.0,5,8208,high_standard
46100504,2014-06-17,2027000.0,4,22798,high_standard
3585901085,2014-06-04,2005000.0,6,28176,high_standard
2524049318,2014-05-28,2000000.0,4,18000,high_standard
2524049179,2014-08-26,2000000.0,3,44867,high_standard
1732800310,2015-03-02,2000000.0,4,4500,high_standard
2726049034,2014-11-10,2000000.0,3,16387,high_standard
4131900042,2014-05-16,2000000.0,5,10862,high_standard
1724069059,2014-05-24,2000000.0,5,4443,high_standard
3225069241,2015-04-22,2000000.0,3,21064,high_standard
2424059174,2015-05-08,1999950.0,4,35006,high_standard
1068000150,2015-05-01,1999000.0,4,7500,high_standard
2624089007,2015-03-20,1998000.0,2,920423,high_standard
1346300035,2014-06-26,1990000.0,5,5000,high_standard
632000065,2014-06-11,1989000.0,3,13500,high_standard
2311400056,2014-12-01,1987500.0,5,8960,high_standard
2025059026,2015-02-25,1980000.0,4,44384,high_standard
1651500040,2014-08-01,1980000.0,4,12081,high_standard
5017000470,2014-07-10,1975000.0,6,9097,high_standard
1338600225,2014-05-28,1970000.0,8,6480,high_standard
824059321,2014-06-02,1965220.0,4,8510,high_standard
8964800025,2015-02-26,1965000.0,5,13738,high_standard
2806300065,2015-04-22,1960000.0,4,31353,high_standard
1923000260,2014-10-15,1959000.0,5,23373,high_standard
4055701200,2015-04-21,1955000.0,4,7898,high_standard
3124059023,2015-02-13,1955000.0,3,12566,high_standard
2525049113,2014-07-25,1950000.0,4,18713,high_standard
8835800350,2015-01-12,1950000.0,4,167869,high_standard
1568100920,2015-04-08,1950000.0,4,14554,high_standard
5486800070,2014-06-20,1950000.0,7,15235,high_standard
3760500280,2014-10-14,1950000.0,3,12779,high_standard
2425049107,2015-03-05,1950000.0,4,17424,high_standard
5493110020,2015-01-16,1950000.0,4,18745,high_standard
4389201241,2014-12-30,1945000.0,4,6900,high_standard
9809000020,2015-03-13,1940000.0,5,16672,high_standard
2626069030,2015-02-09,1940000.0,4,223462,high_standard
3860900035,2015-04-15,1940000.0,5,16526,high_standard
8081500060,2014-10-01,1928000.0,4,20296,high_standard
5700003630,2014-06-30,1925000.0,5,8050,high_standard
1370802115,2014-12-05,1925000.0,3,6134,high_standard
1118000080,2015-03-31,1925000.0,4,16101,high_standard
1630700380,2015-01-30,1920000.0,5,230868,high_standard
2425049066,2014-06-16,1920000.0,4,34412,high_standard
1118001560,2014-07-10,1910000.0,4,6833,high_standard
2540700110,2015-02-12,1905000.0,4,18564,high_standard
9808700405,2014-06-04,1901000.0,3,13367,high_standard
3024059014,2015-03-25,1900000.0,4,11489,high_standard
1525059261,2015-05-05,1900000.0,5,44315,high_standard
3835500585,2014-10-16,1900000.0,4,12668,high_standard
357000135,2015-02-18,1900000.0,4,7830,high_standard
4389201075,2014-07-31,1900000.0,4,13351,high_standard
4114601580,2014-07-24,1900000.0,6,13237,high_standard
7767000060,2014-09-12,1900000.0,5,16471,high_standard
1330300300,2015-04-15,1900000.0,3,8550,high_standard
3303850330,2014-12-16,1900000.0,4,27755,high_standard
1727001300,2014-06-09,1900000.0,4,112521,high_standard
1827200265,2014-09-11,1899000.0,2,32044,high_standard
2025069140,2015-03-17,1898000.0,3,4334,high_standard
8085400401,2015-01-15,1898000.0,4,9656,high_standard
9809000020,2014-05-13,1895000.0,5,16672,high_standard
249000180,2014-12-01,1890000.0,4,9345,high_standard
824059042,2014-05-30,1886700.0,5,17935,high_standard
715010530,2015-01-13,1881580.0,5,13000,high_standard
2470200020,2014-05-14,1880000.0,4,19542,high_standard
6447300225,2014-11-06,1880000.0,3,17919,high_standard
8923600020,2014-08-06,1880000.0,5,6220,high_standard
3391500050,2014-07-03,1875000.0,4,10929,high_standard
6321000045,2014-12-22,1875000.0,5,7920,high_standard
3885803044,2014-09-02,1875000.0,4,7440,high_standard
1025039086,2014-09-16,1875000.0,3,29111,high_standard
3625700010,2014-05-06,1870000.0,5,15175,high_standard
3262300818,2015-02-27,1865000.0,4,8797,high_standard
7787400105,2015-03-06,1865000.0,4,43560,high_standard
4218400100,2014-09-11,1865000.0,6,6952,high_standard
1524079188,2014-07-29,1862000.0,4,320917,high_standard
9471200065,2014-10-15,1855000.0,5,9600,high_standard
4134300175,2015-04-17,1851000.0,4,14866,high_standard
6744701310,2015-04-15,1850000.0,4,11972,high_standard
5026900235,2014-09-11,1850000.0,4,1880,high_standard
3592500800,2014-10-18,1850000.0,5,6060,high_standard
9201300050,2014-08-14,1850000.0,5,8442,high_standard
809001520,2014-11-05,1850000.0,4,6000,high_standard
1266200140,2015-05-06,1850000.0,4,10335,high_standard
4457300005,2015-03-25,1839900.0,4,11007,high_standard
6752500090,2015-01-27,1835000.0,4,39190,high_standard
2124069115,2014-10-21,1830000.0,4,215186,high_standard
5493110080,2014-08-15,1825000.0,3,39317,high_standard
1051000040,2015-04-24,1824100.0,3,20053,high_standard
1524069044,2014-10-09,1822500.0,4,88714,high_standard
4054530260,2014-06-27,1820000.0,4,53330,high_standard
4094800120,2014-06-19,1815000.0,5,13000,high_standard
1725059136,2014-11-21,1815000.0,4,12873,high_standard
5035300325,2015-04-14,1810000.0,3,15626,high_standard
8081500050,2015-03-02,1810000.0,5,20441,high_standard
1118000465,2015-03-12,1810000.0,3,8295,high_standard
9286730020,2015-03-31,1802750.0,5,20005,high_standard
1337300145,2014-07-21,1800000.0,4,8325,high_standard
5425700205,2014-05-20,1800000.0,4,16953,high_standard
4030100005,2014-12-09,1800000.0,5,39094,high_standard
4385700250,2015-04-07,1800000.0,4,4000,high_standard
323079101,2015-01-23,1800000.0,4,205603,high_standard
3528000040,2015-03-26,1800000.0,3,224442,high_standard
3343302110,2015-03-06,1800000.0,3,13295,high_standard
524059063,2014-05-06,1800000.0,5,10279,high_standard
5078400160,2014-06-05,1800000.0,5,15580,high_standard
1329000090,2014-12-19,1799000.0,4,39098,high_standard
9359100500,2014-05-27,1795000.0,4,13000,high_standard
9320100090,2014-06-10,1795000.0,5,17232,high_standard
5461300150,2014-12-11,1795000.0,5,20274,high_standard
3893100462,2015-02-25,1789950.0,5,8504,high_standard
4139420640,2014-10-30,1785000.0,4,14300,high_standard
7237501190,2014-10-10,1780000.0,4,13402,high_standard
644000040,2015-04-29,1780000.0,4,10912,high_standard
1370803180,2014-08-08,1776000.0,3,7800,high_standard
251500330,2014-10-14,1775000.0,3,19225,high_standard
5457300095,2015-01-07,1775000.0,4,7071,high_standard
8964800050,2015-03-04,1770000.0,3,14603,high_standard
2954400310,2014-09-15,1769000.0,4,38900,high_standard
644000115,2014-09-23,1765000.0,4,10249,high_standard
2525049266,2014-08-21,1762000.0,3,16000,high_standard
4139420370,2014-08-11,1760000.0,4,21630,high_standard
1337800805,2014-07-03,1755000.0,3,4800,high_standard
3304700130,2015-01-28,1755000.0,4,67953,high_standard
8085400586,2014-11-01,1750000.0,4,8975,high_standard
715010130,2015-02-02,1750000.0,6,13928,high_standard
7533800295,2014-08-19,1750000.0,4,7749,high_standard
1336800240,2014-05-08,1750000.0,6,5760,high_standard
250000010,2014-09-24,1750000.0,4,8400,high_standard
250000090,2014-07-14,1750000.0,4,7660,high_standard
715010140,2014-10-02,1750000.0,5,12739,high_standard
3025059072,2014-07-25,1749000.0,4,22710,high_standard
3885808005,2015-03-05,1740000.0,5,5500,high_standard
4219401080,2014-05-20,1740000.0,4,4545,high_standard
1118000935,2014-07-05,1738000.0,4,6513,high_standard
3585901025,2014-06-13,1735000.0,3,32093,high_standard
4219400520,2014-06-16,1735000.0,4,5000,high_standard
1561600056,2014-10-17,1735000.0,4,9654,high_standard
1024049024,2014-12-03,1735000.0,5,7700,high_standard
46100350,2014-06-30,1730000.0,5,26540,high_standard
4094800260,2014-11-26,1730000.0,4,20668,high_standard
6448000100,2014-06-17,1728000.0,4,20570,high_standard
4141800285,2014-07-14,1727000.0,4,8000,high_standard
1088100450,2014-07-25,1720000.0,5,35046,high_standard
1118001805,2014-07-24,1715000.0,4,7623,high_standard
1118001835,2014-12-23,1715000.0,4,7207,high_standard
3738000070,2015-03-09,1712750.0,5,6572,high_standard
3220200040,2014-06-16,1712500.0,3,5432,high_standard
4100500070,2014-05-27,1710000.0,5,14685,high_standard
5154200015,2015-04-14,1705000.0,3,27702,high_standard
2154500060,2014-12-03,1705000.0,5,17100,high_standard
8106100085,2014-05-09,1702500.0,5,23716,high_standard
2175100055,2014-12-30,1700000.0,5,14649,high_standard
1925069066,2014-06-23,1700000.0,3,18731,high_standard
8073000550,2015-04-15,1700000.0,4,17186,high_standard
524059330,2015-01-30,1700000.0,4,8963,high_standard
8146200070,2015-03-10,1700000.0,5,9360,high_standard
1224059053,2014-10-27,1700000.0,5,15250,high_standard
4141010110,2014-08-08,1700000.0,4,15335,high_standard
5493100366,2014-06-25,1700000.0,5,22885,high_standard
1623069046,2015-03-12,1700000.0,4,336283,high_standard
2311400145,2014-10-29,1699990.0,4,8234,high_standard
2655500241,2014-08-14,1699000.0,3,35153,high_standard
7856410411,2014-09-22,1698890.0,4,15246,high_standard
3472800065,2014-08-26,1698000.0,4,9687,high_standard
6600000050,2015-03-10,1698000.0,4,6240,high_standard
9829200250,2015-01-05,1697000.0,3,6600,high_standard
5078400215,2014-07-30,1695000.0,5,7067,high_standard
5457800930,2014-06-13,1695000.0,2,3000,high_standard
6738700335,2014-07-01,1695000.0,4,10900,high_standard
1370800700,2015-02-09,1695000.0,3,5350,high_standard
9178601660,2015-05-14,1695000.0,5,5354,high_standard
9808100185,2014-10-03,1691000.0,4,13515,high_standard
4219401236,2014-05-20,1690000.0,3,8965,high_standard
3528000040,2014-10-01,1690000.0,3,224442,high_standard
4219400580,2014-06-12,1688000.0,4,7500,high_standard
4139480350,2015-01-13,1688000.0,4,12941,high_standard
5093300280,2014-07-09,1681000.0,5,18707,high_standard
6648150040,2014-05-13,1680000.0,5,23723,high_standard
4139500410,2015-01-26,1680000.0,6,16747,high_standard
853600150,2014-05-24,1680000.0,4,68257,high_standard
3459900230,2014-11-25,1680000.0,4,29536,high_standard
3616600003,2015-03-02,1680000.0,3,16972,high_standard
4030100290,2014-10-01,1680000.0,5,7197,high_standard
1329000030,2014-09-04,1680000.0,4,34982,high_standard
5021900140,2014-11-20,1679000.0,5,11466,high_standard
9315600050,2015-03-17,1675000.0,5,19080,high_standard
1455100355,2014-07-08,1675000.0,3,8343,high_standard
629800660,2014-09-09,1675000.0,4,25412,high_standard
1959701745,2014-11-07,1675000.0,6,6600,high_standard
2125059013,2015-04-20,1670000.0,5,40816,high_standard
5350201180,2014-07-20,1665000.0,4,8395,high_standard
5154700060,2014-10-15,1662000.0,4,19200,high_standard
9544200277,2014-10-15,1660000.0,4,11189,high_standard
4218400671,2015-05-05,1655000.0,4,5500,high_standard
1370801520,2014-05-27,1655000.0,4,4815,high_standard
3262300322,2015-04-08,1651000.0,4,13530,high_standard
1068000255,2014-08-27,1650000.0,4,9567,high_standard
1652500060,2014-07-11,1650000.0,8,20666,high_standard
7856400240,2015-02-11,1650000.0,4,9750,high_standard
3343301920,2015-03-02,1650000.0,3,8890,high_standard
9413900035,2015-01-09,1650000.0,4,7500,high_standard
8964800860,2015-02-09,1650000.0,4,11904,high_standard
8964800975,2014-07-31,1650000.0,4,14904,high_standard
1651800030,2014-08-29,1650000.0,4,20400,high_standard
777100005,2014-11-22,1650000.0,3,6203,high_standard
3024059057,2015-05-01,1650000.0,4,16065,high_standard
3885803245,2015-03-05,1650000.0,5,8400,high_standard
2724079090,2015-01-05,1650000.0,4,881654,high_standard
1824079052,2015-04-01,1650000.0,4,210394,high_standard
4104500181,2014-08-12,1648000.0,4,12500,high_standard
8084900195,2014-11-21,1646000.0,6,16200,high_standard
4054550010,2015-04-13,1640000.0,5,118047,high_standard
3528900401,2014-07-01,1640000.0,3,5445,high_standard
6117502230,2014-12-01,1637500.0,3,21164,high_standard
7533800170,2014-07-07,1636000.0,3,6765,high_standard
7787400030,2014-06-09,1635000.0,5,26784,high_standard
9809000010,2015-01-06,1629000.0,5,16583,high_standard
9279700150,2015-02-12,1625000.0,4,8112,high_standard
5318101565,2014-07-03,1625000.0,4,3600,high_standard
6613000585,2015-01-08,1620500.0,3,9362,high_standard
7856400240,2014-06-27,1620000.0,4,9750,high_standard
2450500060,2014-08-26,1620000.0,4,8114,high_standard
3025300250,2015-05-13,1620000.0,4,17709,high_standard
2288900140,2014-12-18,1620000.0,3,4000,high_standard
4139470010,2014-10-06,1615000.0,4,12281,high_standard
9412400220,2014-07-10,1612500.0,4,18200,high_standard
824059331,2014-11-08,1610000.0,5,13260,high_standard
853600310,2014-08-28,1610000.0,5,142725,high_standard
5093300325,2014-05-23,1610000.0,4,11600,high_standard
3861470120,2014-11-26,1610000.0,4,25807,high_standard
2655500235,2015-04-10,1605000.0,4,19088,high_standard
4139910160,2015-04-01,1600000.0,5,32840,high_standard
9253900417,2015-01-28,1600000.0,3,19593,high_standard
3616600250,2014-05-27,1600000.0,3,19000,high_standard
524059148,2014-06-06,1600000.0,4,9583,high_standard
7403200050,2014-11-13,1600000.0,3,23065,high_standard
1118002090,2014-06-28,1600000.0,3,7200,high_standard
9362000080,2015-03-16,1600000.0,5,20925,high_standard
3225079035,2014-06-18,1600000.0,6,230652,high_standard
5318100965,2015-02-17,1600000.0,4,3600,high_standard
6613000750,2014-10-01,1600000.0,4,5000,high_standard
4389200796,2014-05-22,1600000.0,3,12824,high_standard
7215900020,2014-12-09,1600000.0,4,9486,high_standard
1130000005,2014-07-15,1600000.0,3,5000,high_standard
191100435,2014-09-26,1600000.0,5,10125,high_standard
3536900030,2015-02-09,1600000.0,3,21052,high_standard
8722100570,2015-04-03,1600000.0,4,5735,high_standard
5026900160,2015-04-24,1600000.0,5,5374,high_standard
1125079111,2015-04-15,1600000.0,4,871200,high_standard
2624059036,2014-10-03,1599950.0,5,43123,high_standard
9272200090,2015-02-04,1598890.0,4,6000,high_standard
1489300005,2014-08-01,1598000.0,5,7500,high_standard
6600000217,2015-04-03,1595000.0,4,7757,high_standard
8655000070,2014-06-01,1595000.0,5,8239,high_standard
3761100180,2014-09-17,1595000.0,4,13341,high_standard
8964800755,2015-01-16,1590000.0,4,11131,high_standard
7430200060,2015-04-24,1583000.0,4,11063,high_standard
8085400055,2015-04-28,1582500.0,4,16304,high_standard
9471201175,2014-05-06,1580000.0,4,10920,high_standard
3885806105,2014-05-21,1580000.0,3,7200,high_standard
2303900045,2014-06-23,1580000.0,4,74487,high_standard
2524049148,2015-03-17,1580000.0,4,20031,high_standard
5093301285,2015-03-27,1580000.0,4,10500,high_standard
251610020,2015-05-08,1580000.0,4,19991,high_standard
2225059214,2014-08-08,1578000.0,4,51836,high_standard
191100405,2015-04-21,1575000.0,4,10125,high_standard
3066120030,2015-01-27,1575000.0,4,9916,high_standard
5452301810,2014-09-05,1575000.0,5,9240,high_standard
6117502220,2014-11-17,1575000.0,3,22672,high_standard
5021900635,2014-10-28,1575000.0,3,14250,high_standard
6448000090,2014-05-12,1575000.0,5,20150,high_standard
8678500020,2014-12-13,1575000.0,4,131116,high_standard
3342104046,2014-07-08,1570000.0,4,18226,high_standard
7237500390,2014-11-10,1570000.0,5,14731,high_standard
5318100645,2014-05-27,1570000.0,4,5850,high_standard
3271800295,2015-02-03,1569500.0,5,5800,high_standard
1118001370,2015-01-02,1568000.0,3,8828,high_standard
4389200876,2014-07-01,1565000.0,4,12750,high_standard
4389200753,2014-08-19,1565000.0,4,8570,high_standard
1330300451,2014-12-17,1565000.0,3,8500,high_standard
226059096,2014-11-18,1565000.0,5,67319,high_standard
624069050,2015-04-07,1565000.0,4,323215,high_standard
2524049215,2015-05-01,1564350.0,4,17000,high_standard
2311400195,2015-03-03,1563100.0,5,8100,high_standard
8084900170,2014-10-23,1562000.0,5,16200,high_standard
1925059200,2015-04-07,1557600.0,4,17853,high_standard
3262300235,2014-11-26,1555000.0,5,16238,high_standard
9468200109,2014-06-17,1555000.0,3,6240,high_standard
2652501565,2015-04-23,1550000.0,3,4920,high_standard
6448600060,2015-02-26,1550000.0,5,20805,high_standard
8678500060,2014-07-10,1550000.0,5,171626,high_standard
3892500150,2014-05-21,1550000.0,3,26027,high_standard
2525049246,2014-10-17,1550000.0,2,15593,high_standard
3754501240,2015-02-06,1550000.0,3,4600,high_standard
5451300117,2015-04-22,1550000.0,4,17677,high_standard
6613000375,2015-03-17,1550000.0,4,5000,high_standard
2574900080,2014-05-13,1550000.0,5,17458,high_standard
6096500105,2015-04-30,1545000.0,4,3000,high_standard
3395000070,2014-09-27,1544500.0,4,15139,high_standard
3179100180,2015-05-07,1540000.0,5,6960,high_standard
3896100130,2014-06-17,1538000.0,3,7599,high_standard
249000205,2014-10-15,1537000.0,5,8088,high_standard
4289900005,2014-12-30,1535000.0,4,4100,high_standard
8924600020,2014-11-14,1535000.0,4,10050,high_standard
3758900075,2014-05-07,1532500.0,5,8076,high_standard
